Wallet,SOL_Mainnet,SOL_CSV,SOL_Diff,WSOL_Mainnet,WSOL_CSV,WSOL_Diff,USDC_Mainnet,USDC_CSV,USDC_Diff,USDT_Mainnet,USDT_CSV,USDT_Diff,BONK_Mainnet,BONK_CSV,BONK_Diff,Last Sync
YWmErgPSqc6rshcibxtgeLxDhgfs88MuuuJobd8exRH,2.980574613,5.895811317999999,-2.915236704999999,0,0,0,0,503.3050729999935,-503.3050729999935,0,67.53911099999999,-67.53911099999999,0,6672032.386860674,-6672032.386860674,2025-07-24 19:18:25 UTC
