Wallet,SOL_chain,WSOL_chain,USDC_chain,USDT_chain,BONK_chain,SOL_csv,SOL_diff,WSOL_csv,WSOL_diff,USDC_csv,USDC_diff,USDT_csv,USDT_diff,BONK_csv,BONK_diff
YWmErgPSqc6rshcibxtgeLxDhgfs88MuuuJobd8exRH,2.980574613,0,0,0,0,0,2.980574613,0,0,0,0,0,0,0,0
